teacher_id,competence_code,competence_nom,domaine,current_level_t3,current_level_t2,current_level_t1,current_level_t,gap_next_3m,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score
ENS008,WEB_B,Developpement Web Back,WEB,3,5,4,4,1,2,-1,0,0.33,119,0.33,0,0,4.0,3,5,1,0,3,2,0.5,3,2,0.54,0,0,4.46,4,3,23.62
ENS002,WEB_B,Developpement Web Back,WEB,4,3,3,4,0,-1,0,1,0.0,258,0.17,1,0,3.5,3,4,0,0,2,2,0.5,4,0,0.62,2,2,2.97,1,8,20.54
ENS015,BD,Bases de Donnees,INFO,2,2,1,2,3,0,-1,1,0.0,90,0.42,0,0,1.75,1,2,0,1,2,2,0.5,4,1,0.6,1,1,2.81,3,3,22.12
ENS005,BD,Bases de Donnees,INFO,2,3,3,2,2,1,0,-1,0.0,156,0.42,0,0,2.5,2,3,0,0,3,1,1.0,4,3,0.74,2,0,4.33,1,5,23.86
ENS024,ALG,Algorithmique,GL,1,3,3,1,2,2,0,-2,0.0,114,0.17,0,0,2.0,1,3,0,2,3,2,0.5,0,1,0.82,3,0,4.3,4,3,21.7
ENS002,GESTION,Gestion de Projet,SUP,1,2,1,3,2,1,-1,2,0.67,316,0.25,1,0,1.75,1,3,0,2,3,2,0.5,5,0,0.68,0,2,2.94,1,10,20.78
ENS001,PROG,Programmation,GL,3,4,4,5,0,1,0,1,0.67,60,0.0,0,0,4.0,3,5,1,0,2,1,1.0,2,3,0.58,1,2,4.46,4,2,22.82
ENS024,GC_STRU,Structure Batiment,GC,4,4,4,4,0,0,0,0,0.0,306,0.08,1,0,4.0,4,4,0,0,3,2,0.5,0,1,0.95,3,2,2.75,2,10,16.25
ENS007,PROG,Programmation,GL,3,3,4,4,0,0,1,0,0.33,302,0.25,1,0,3.5,3,4,0,0,1,1,1.0,3,2,0.57,1,2,4.03,1,10,19.41
ENS021,GC_STRU,Structure Batiment,GC,5,4,5,3,0,-1,1,-2,-0.67,64,0.0,0,1,4.25,3,5,2,0,3,1,1.0,3,0,0.61,0,1,3.38,2,2,18.81
ENS012,PROG,Programmation,GL,3,3,5,4,0,0,2,-1,0.33,324,0.17,1,0,3.75,3,5,1,0,3,3,0.67,5,2,0.61,1,2,3.54,4,10,27.13
ENS026,PROG,Programmation,GL,4,4,3,5,0,0,-1,2,0.33,350,0.42,1,0,4.0,3,5,1,0,2,3,0.67,3,0,0.94,3,2,3.14,4,11,25.98
ENS029,SEC,Securite Informatique,RT,3,2,3,3,0,-1,1,0,0.0,305,0.25,1,0,2.75,2,3,0,0,1,1,1.0,2,1,0.86,0,2,3.33,4,10,20.96
ENS023,PROG,Programmation,GL,5,5,3,4,0,0,-2,1,-0.33,134,0.17,0,0,4.25,3,5,2,0,3,1,1.0,3,2,0.54,1,0,3.04,1,4,17.28
ENS027,BD,Bases de Donnees,INFO,3,3,5,5,1,0,2,0,0.67,275,0.08,1,0,4.0,3,5,2,0,2,2,0.5,0,1,0.92,0,2,4.5,4,9,19.6
ENS005,PROG,Programmation,GL,3,5,5,5,0,2,0,0,0.67,152,0.33,0,0,4.5,3,5,3,0,2,2,0.5,3,3,0.74,2,1,3.02,4,5,23.74
ENS014,GC_MAT,Matériaux,GC,3,2,4,3,1,-1,2,-1,0.0,134,0.17,0,0,3.0,2,4,0,0,2,2,0.5,0,1,0.83,0,1,3.61,4,4,17.37
ENS002,GC_MAT,Matériaux,GC,2,1,1,2,2,-1,0,1,0.0,321,0.08,1,0,1.5,1,2,0,2,2,3,0.67,5,2,0.62,3,2,3.78,4,10,29.66
ENS011,ANG,Anglais Technique,SUP,5,4,5,5,0,-1,1,0,0.0,309,0.25,1,0,4.75,4,5,3,0,1,3,0.67,5,0,0.74,0,2,2.6,1,10,20.4
ENS009,RESEAU,Reseaux,RT,2,1,3,1,2,-1,2,-2,-0.33,107,0.0,0,0,1.75,1,3,0,2,1,3,0.67,3,2,0.53,4,1,3.82,1,3,21.79
ENS006,PROG,Programmation,GL,2,4,4,3,1,2,0,-1,0.33,301,0.42,1,0,3.25,2,4,0,0,2,3,0.67,2,0,0.73,3,0,2.71,1,10,17.57
ENS011,GC_STRU,Structure Batiment,GC,4,2,2,2,2,-2,0,0,-0.67,211,0.17,1,1,2.5,2,4,0,0,2,1,1.0,2,3,0.71,1,2,2.95,1,7,15.95
ENS016,RESEAU,Reseaux,RT,3,3,1,1,4,0,-2,0,-0.67,312,0.25,1,1,2.0,1,3,0,2,1,3,0.67,0,1,0.54,3,2,4.07,1,10,15.34
ENS017,ANG,Anglais Technique,SUP,5,4,4,4,1,-1,0,0,-0.33,168,0.0,0,0,4.25,4,5,1,0,1,3,0.67,2,0,0.58,2,0,4.42,2,5,20.74
ENS009,ALG,Algorithmique,GL,3,2,1,2,1,-1,-1,1,-0.33,153,0.33,0,0,2.0,1,3,0,1,2,3,0.67,4,2,0.67,1,2,3.95,3,5,24.75
ENS026,WEB_F,Developpement Web Front,WEB,2,2,3,2,3,0,1,-1,0.0,339,0.33,1,0,2.25,2,3,0,0,3,2,0.5,2,0,0.79,3,1,2.96,4,11,22.87
ENS004,GESTION,Gestion de Projet,SUP,2,1,3,3,3,-1,2,0,0.33,346,0.17,1,0,2.25,1,3,0,1,1,3,0.67,0,0,0.62,3,2,4.07,2,11,17.24
ENS027,GESTION,Gestion de Projet,SUP,5,4,4,4,0,-1,0,0,-0.33,32,0.17,0,0,4.25,4,5,1,0,2,2,0.5,2,0,0.56,1,1,3.4,4,1,20.6
ENS019,GC_STRU,Structure Batiment,GC,2,2,2,3,2,0,0,1,0.33,227,0.0,1,0,2.25,2,3,0,0,2,2,0.5,3,0,0.83,4,0,3.64,2,7,24.43
ENS009,GC_MAT,Matériaux,GC,4,3,2,2,0,-1,-1,0,-0.67,167,0.25,0,1,2.75,2,4,0,0,1,1,1.0,1,3,0.62,2,1,4.07,3,5,19.74
ENS010,SEC,Securite Informatique,RT,3,2,4,4,1,-1,2,0,0.33,264,0.0,1,0,3.25,2,4,0,0,1,2,0.5,0,3,0.65,4,1,4.11,3,8,19.97
ENS023,PROG,Programmation,GL,4,4,4,5,1,0,0,1,0.33,183,0.17,1,0,4.25,4,5,1,0,3,3,0.67,1,3,0.64,3,1,3.08,4,6,20.36
ENS011,PROG,Programmation,GL,4,2,3,3,1,-2,1,0,-0.33,231,0.17,1,0,3.0,2,4,0,0,1,3,0.67,1,1,0.81,4,0,4.41,4,7,24.87
ENS008,GC_STRU,Structure Batiment,GC,5,3,4,4,0,-2,1,0,-0.33,239,0.42,1,0,4.0,3,5,1,0,2,1,1.0,5,2,0.61,1,2,3.35,4,7,26.75
ENS009,PED,Pedagogie,SUP,1,2,3,2,4,1,1,-1,0.33,308,0.0,1,0,2.0,1,3,0,1,2,3,0.67,4,0,0.55,1,2,3.83,2,10,22.41
ENS010,RESEAU,Reseaux,RT,5,5,3,5,2,0,-2,2,0.0,199,0.25,1,0,4.5,3,5,3,0,1,1,1.0,0,2,0.6,4,2,3.66,2,6,17.32
ENS012,PROG,Programmation,GL,4,4,4,4,1,0,0,0,0.0,206,0.0,1,0,4.0,4,4,0,0,2,1,1.0,2,3,0.91,0,0,4.16,2,6,19.87
ENS009,GC_MAT,Matériaux,GC,1,1,1,1,2,0,0,0,0.0,208,0.25,1,0,1.0,1,1,0,4,1,2,0.5,5,3,0.64,2,0,4.12,1,6,24.94
ENS014,GC_STRU,Structure Batiment,GC,2,3,4,2,1,1,1,-2,0.0,154,0.33,0,0,2.75,2,4,0,0,1,3,0.67,1,2,0.75,3,0,4.1,2,5,19.95
ENS022,WEB_B,Developpement Web Back,WEB,3,5,5,4,0,2,0,-1,0.33,344,0.08,1,0,4.25,3,5,2,0,2,3,0.67,3,3,0.5,1,0,3.06,1,11,17.12
ENS001,PROG,Programmation,GL,5,3,5,3,0,-2,2,-2,-0.67,130,0.25,0,1,4.0,3,5,2,0,1,2,0.5,5,3,0.74,2,2,3.28,4,4,28.26
ENS016,WEB_F,Developpement Web Front,WEB,2,1,1,1,3,-1,0,0,-0.33,182,0.33,1,0,1.25,1,2,0,3,3,1,1.0,5,1,0.64,1,1,2.73,3,6,24.16
ENS006,PROG,Programmation,GL,4,2,4,3,2,-2,2,-1,-0.33,324,0.25,1,0,3.25,2,4,0,0,2,1,1.0,3,1,0.75,3,1,2.78,3,10,22.81
ENS018,GC_STRU,Structure Batiment,GC,4,5,3,4,1,1,-2,1,0.0,99,0.08,0,0,4.0,3,5,1,0,2,3,0.67,4,3,0.68,3,1,3.92,4,3,28.24
ENS027,ALG,Algorithmique,GL,3,2,2,4,0,-1,0,2,0.33,142,0.17,0,0,2.75,2,4,0,0,1,2,0.5,1,2,0.58,3,2,3.99,4,4,21.88
ENS022,ALG,Algorithmique,GL,2,2,1,2,3,0,-1,1,0.0,308,0.17,1,0,1.75,1,2,0,1,3,1,1.0,5,3,0.75,3,0,3.97,2,10,27.69
ENS029,ANG,Anglais Technique,SUP,5,4,5,5,0,-1,1,0,0.0,74,0.25,0,0,4.75,4,5,3,0,1,1,1.0,1,2,0.89,4,2,3.36,2,2,20.17
ENS022,SEC,Securite Informatique,RT,3,3,3,5,0,0,0,2,0.67,173,0.33,0,0,3.5,3,5,1,0,3,1,1.0,2,2,0.63,2,2,4.47,1,5,19.59
ENS020,ALG,Algorithmique,GL,1,1,1,1,4,0,0,0,0.0,97,0.08,0,0,1.0,1,1,0,4,1,3,0.67,2,1,0.84,3,1,2.78,3,3,21.26
ENS025,BD,Bases de Donnees,INFO,3,2,2,2,1,-1,0,0,-0.33,77,0.25,0,0,2.25,2,3,0,0,3,3,0.67,2,2,0.7,3,1,3.66,1,2,19.32
ENS002,WEB_F,Developpement Web Front,WEB,4,3,4,4,2,-1,1,0,0.0,303,0.25,1,0,3.75,3,4,0,0,1,2,0.5,1,3,0.62,2,1,3.59,2,10,17.28
ENS019,WEB_B,Developpement Web Back,WEB,2,1,1,2,3,-1,0,1,0.0,80,0.42,0,0,1.5,1,2,0,2,2,1,1.0,0,1,0.7,0,1,2.9,2,2,12.3
ENS012,GC_MAT,Matériaux,GC,4,3,2,3,1,-1,-1,1,-0.33,214,0.17,1,0,3.0,2,4,0,0,1,2,0.5,5,1,0.52,2,2,3.9,2,7,25.4
ENS001,PED,Pedagogie,SUP,4,5,3,5,0,1,-2,2,0.33,139,0.25,0,0,4.25,3,5,2,0,1,1,1.0,4,1,0.73,3,0,2.52,3,4,24.19
ENS021,GC_STRU,Structure Batiment,GC,1,2,3,1,2,1,1,-2,0.0,226,0.0,1,0,1.75,1,3,0,2,3,1,1.0,0,2,0.67,2,0,3.27,2,7,14.89
ENS027,PED,Pedagogie,SUP,5,5,3,3,1,0,-2,0,-0.67,342,0.42,1,1,4.0,3,5,2,0,1,2,0.5,2,1,0.78,1,1,3.73,4,11,22.36
ENS006,WEB_B,Developpement Web Back,WEB,3,3,3,3,2,0,0,0,0.0,209,0.25,1,0,3.0,3,3,0,0,2,1,1.0,1,2,0.79,1,2,3.7,3,6,18.85
ENS003,GESTION,Gestion de Projet,SUP,5,3,5,4,0,-2,2,-1,-0.33,340,0.33,1,0,4.25,3,5,2,0,1,3,0.67,3,2,0.79,1,1,3.27,2,11,20.49
ENS023,WEB_B,Developpement Web Back,WEB,1,2,2,1,3,1,0,-1,0.0,214,0.17,1,0,1.5,1,2,0,2,1,2,0.5,4,3,0.66,1,1,4.41,1,7,22.62
ENS019,GESTION,Gestion de Projet,SUP,1,3,1,1,2,2,-2,0,0.0,50,0.0,0,0,1.5,1,3,0,3,2,3,0.67,2,3,0.69,3,0,3.78,2,1,21.01
ENS002,GESTION,Gestion de Projet,SUP,3,2,3,2,0,-1,1,-1,-0.33,109,0.33,0,0,2.5,2,3,0,0,2,2,0.5,4,0,0.64,3,2,4.41,2,3,26.02
ENS021,RESEAU,Reseaux,RT,3,3,3,4,0,0,0,1,0.33,343,0.33,1,0,3.25,3,4,0,0,1,2,0.5,5,1,0.55,1,2,2.52,4,11,24.79
ENS012,GC_STRU,Structure Batiment,GC,2,3,3,3,1,1,0,0,0.33,220,0.08,1,0,2.75,2,3,0,0,3,2,0.5,5,0,0.85,0,1,4.11,3,7,26.97
ENS013,ANG,Anglais Technique,SUP,3,1,2,3,2,-2,1,1,0.0,284,0.25,1,0,2.25,1,3,0,1,3,2,0.5,0,3,0.89,1,1,2.81,1,9,12.57
ENS015,ANG,Anglais Technique,SUP,3,3,3,1,1,0,0,-2,-0.67,290,0.0,1,1,2.5,1,3,0,1,1,1,1.0,1,0,0.71,3,0,2.86,1,9,15.77
ENS007,GC_MAT,Matériaux,GC,2,2,2,2,2,0,0,0,0.0,157,0.25,0,0,2.0,2,2,0,0,3,2,0.5,2,0,0.76,0,2,3.85,1,5,17.0
ENS018,GESTION,Gestion de Projet,SUP,1,1,3,1,2,0,2,-2,0.0,268,0.17,1,0,1.5,1,3,0,3,2,2,0.5,0,3,0.5,1,1,3.63,3,8,15.26
ENS028,BD,Bases de Donnees,INFO,3,3,1,2,0,0,-2,1,-0.33,282,0.08,1,0,2.25,1,3,0,1,3,3,0.67,1,1,0.5,3,0,2.97,3,9,17.94
ENS002,GESTION,Gestion de Projet,SUP,3,3,1,2,2,0,-2,1,-0.33,222,0.42,1,0,2.25,1,3,0,1,3,2,0.5,0,1,0.74,1,1,3.48,1,7,13.16
ENS025,ANG,Anglais Technique,SUP,1,3,2,1,1,2,-1,-1,0.0,148,0.33,0,0,1.75,1,3,0,2,2,3,0.67,2,3,0.94,0,2,2.69,2,4,17.08
ENS026,PROG,Programmation,GL,5,4,3,5,2,-1,-1,2,0.0,96,0.08,0,0,4.25,3,5,2,0,2,2,0.5,2,3,0.82,2,1,3.41,2,3,19.92
ENS030,GC_MAT,Matériaux,GC,1,1,1,2,1,0,0,1,0.33,84,0.08,0,0,1.25,1,2,0,3,2,2,0.5,2,3,0.55,2,0,3.4,4,2,21.55
ENS030,GC_STRU,Structure Batiment,GC,2,1,1,1,3,-1,0,0,-0.33,338,0.0,1,0,1.25,1,2,0,3,1,2,0.5,1,0,0.82,2,1,3.53,3,11,19.66
ENS012,WEB_B,Developpement Web Back,WEB,4,3,3,4,1,-1,0,1,0.0,78,0.25,0,0,3.5,3,4,0,0,1,1,1.0,0,0,0.53,1,0,2.9,4,2,15.45
ENS027,PED,Pedagogie,SUP,2,3,3,3,2,1,0,0,0.33,330,0.17,1,0,2.75,2,3,0,0,1,1,1.0,0,1,0.91,3,0,2.68,3,11,17.41
ENS012,RESEAU,Reseaux,RT,1,1,1,1,3,0,0,0,0.0,323,0.25,1,0,1.0,1,1,0,4,3,2,0.5,3,0,0.67,3,0,3.21,2,10,21.77
ENS021,BD,Bases de Donnees,INFO,2,2,2,1,0,0,0,-1,-0.33,347,0.33,1,0,1.75,1,2,0,1,1,3,0.67,2,3,0.69,4,1,2.62,3,11,21.19
ENS004,ALG,Algorithmique,GL,2,1,2,1,2,-1,1,-1,-0.33,352,0.33,1,0,1.5,1,2,0,2,1,2,0.5,5,2,0.72,3,1,4.33,3,11,29.76
ENS017,GESTION,Gestion de Projet,SUP,2,2,1,1,2,0,-1,0,-0.33,142,0.0,0,0,1.5,1,2,0,2,2,1,1.0,3,2,0.85,1,0,2.7,2,4,19.65
ENS022,ALG,Algorithmique,GL,2,3,3,1,2,1,0,-2,-0.33,324,0.25,1,0,2.25,1,3,0,1,2,1,1.0,1,1,0.77,2,2,2.56,3,10,17.47
ENS018,RESEAU,Reseaux,RT,5,5,3,5,2,0,-2,2,0.0,307,0.17,1,0,4.5,3,5,3,0,1,2,0.5,0,0,0.53,4,0,2.54,4,10,17.73
ENS027,WEB_B,Developpement Web Back,WEB,1,1,2,1,3,0,1,-1,0.0,120,0.17,0,0,1.25,1,2,0,3,1,1,1.0,1,1,0.85,4,1,4.42,3,4,23.59
ENS018,BD,Bases de Donnees,INFO,3,3,2,3,1,0,-1,1,0.0,184,0.17,1,0,2.75,2,3,0,0,1,1,1.0,5,3,0.86,3,2,3.13,3,6,28.06
ENS016,WEB_F,Developpement Web Front,WEB,1,2,2,1,2,1,0,-1,0.0,180,0.08,0,0,1.5,1,2,0,2,1,3,0.67,0,3,0.88,4,0,2.86,3,6,18.62
ENS007,WEB_B,Developpement Web Back,WEB,5,3,5,5,0,-2,2,0,0.0,284,0.08,1,0,4.5,3,5,3,0,2,3,0.67,0,1,0.66,2,0,3.77,1,9,14.34
ENS016,RESEAU,Reseaux,RT,4,4,4,4,2,0,0,0,0.0,35,0.17,0,0,4.0,4,4,0,0,1,1,1.0,5,0,0.66,0,2,2.5,4,1,24.3
ENS009,RESEAU,Reseaux,RT,2,3,2,1,4,1,-1,-1,-0.33,223,0.17,1,0,2.0,1,3,0,1,3,2,0.5,0,3,0.85,4,2,4.02,2,7,19.29
ENS023,ANG,Anglais Technique,SUP,1,2,1,1,1,1,-1,0,0.0,193,0.17,1,0,1.25,1,2,0,3,1,1,1.0,2,1,0.9,1,2,2.65,1,6,16.3
ENS026,PROG,Programmation,GL,4,5,5,4,1,1,0,-1,0.0,364,0.08,1,0,4.5,4,5,2,0,3,2,0.5,1,0,0.55,1,0,3.32,3,12,16.89
ENS008,GC_STRU,Structure Batiment,GC,4,3,3,2,0,-1,0,-1,-0.67,231,0.33,1,1,3.0,2,4,0,0,3,2,0.5,1,0,0.66,3,0,3.09,4,7,20.48
ENS022,PED,Pedagogie,SUP,3,3,3,3,0,0,0,0,0.0,179,0.0,0,0,3.0,3,3,0,0,2,1,1.0,2,3,0.71,2,0,3.78,4,5,23.11
ENS024,GC_MAT,Matériaux,GC,2,3,3,3,1,1,0,0,0.33,52,0.17,0,0,2.75,2,3,0,0,2,2,0.5,2,1,0.88,4,0,2.8,1,1,19.5
ENS016,GC_STRU,Structure Batiment,GC,2,4,3,4,1,2,-1,1,0.67,313,0.0,1,0,3.25,2,4,0,0,2,3,0.67,3,3,0.76,1,1,3.1,4,10,23.0
ENS023,BD,Bases de Donnees,INFO,3,1,3,3,2,-2,2,0,0.0,91,0.25,0,0,2.5,1,3,0,1,1,1,1.0,1,1,0.56,3,0,4.48,4,3,22.76
ENS029,PROG,Programmation,GL,3,5,3,5,0,2,-2,2,0.67,64,0.0,0,0,4.0,3,5,2,0,2,3,0.67,3,2,0.89,4,1,4.33,1,2,24.61
ENS011,PED,Pedagogie,SUP,5,5,5,5,0,0,0,0,0.0,242,0.08,1,0,5.0,5,5,4,0,1,3,0.67,4,0,0.92,4,0,4.07,3,8,29.24
ENS007,RESEAU,Reseaux,RT,3,3,3,4,2,0,0,1,0.33,49,0.08,0,0,3.25,3,4,0,0,2,2,0.5,1,3,0.52,2,2,2.98,4,1,18.56
ENS020,GC_STRU,Structure Batiment,GC,2,2,1,2,4,0,-1,1,0.0,189,0.17,1,0,1.75,1,2,0,1,2,3,0.67,5,0,0.94,1,0,3.1,4,6,27.9
ENS019,WEB_B,Developpement Web Back,WEB,4,4,5,4,1,0,1,-1,0.0,126,0.25,0,0,4.25,4,5,1,0,1,2,0.5,5,3,0.84,2,0,3.53,2,4,26.26
ENS023,ANG,Anglais Technique,SUP,1,2,3,3,1,1,1,0,0.67,118,0.08,0,0,2.25,1,3,0,1,1,1,1.0,1,0,0.71,2,2,2.9,3,3,17.85
ENS005,SEC,Securite Informatique,RT,3,4,3,4,1,1,-1,1,0.33,153,0.17,0,0,3.5,3,4,0,0,2,3,0.67,3,1,0.93,3,2,3.6,3,5,25.35
ENS028,ALG,Algorithmique,GL,1,1,2,2,3,0,1,0,0.33,44,0.25,0,0,1.5,1,2,0,2,1,1,1.0,4,1,0.89,1,2,2.91,4,1,25.27
ENS028,PED,Pedagogie,SUP,4,2,4,2,2,-2,2,-2,-0.67,361,0.08,1,1,3.0,2,4,0,0,3,1,1.0,1,2,0.77,2,2,4.43,3,12,21.21
ENS001,WEB_F,Developpement Web Front,WEB,3,3,3,3,1,0,0,0,0.0,268,0.17,1,0,3.0,3,3,0,0,3,3,0.67,4,3,0.76,0,2,4.5,3,8,25.3
ENS007,GESTION,Gestion de Projet,SUP,5,5,5,5,0,0,0,0,0.0,85,0.25,0,0,5.0,5,5,4,0,1,2,0.5,2,2,0.89,2,2,3.92,3,2,22.79
ENS011,GC_STRU,Structure Batiment,GC,2,2,4,2,2,0,2,-2,0.0,193,0.42,1,0,2.5,2,4,0,0,1,3,0.67,0,3,0.95,2,1,3.31,1,6,14.87
ENS003,PROG,Programmation,GL,5,5,5,3,0,0,0,-2,-0.67,143,0.42,0,1,4.5,3,5,3,0,3,3,0.67,3,2,0.73,1,2,4.25,2,4,22.15
ENS022,PROG,Programmation,GL,3,2,3,2,2,-1,1,-1,-0.33,201,0.42,1,0,2.5,2,3,0,0,1,1,1.0,2,1,0.83,2,1,4.08,3,6,22.81
ENS022,RESEAU,Reseaux,RT,2,2,3,2,3,0,1,-1,0.0,270,0.0,1,0,2.25,2,3,0,0,3,3,0.67,4,0,0.71,1,2,2.74,4,9,24.03
ENS021,GESTION,Gestion de Projet,SUP,3,2,2,1,2,-1,0,-1,-0.67,100,0.08,0,1,2.0,1,3,0,1,2,2,0.5,4,3,0.56,1,0,3.48,2,3,21.76
ENS018,RESEAU,Reseaux,RT,2,3,1,1,3,1,-2,0,-0.33,116,0.33,0,0,1.75,1,3,0,2,1,2,0.5,0,1,0.78,3,1,3.36,4,3,19.62
ENS012,BD,Bases de Donnees,INFO,2,1,1,3,0,-1,0,2,0.33,221,0.0,1,0,1.75,1,3,0,2,2,3,0.67,1,0,0.8,1,0,3.89,3,7,19.28
ENS003,ANG,Anglais Technique,SUP,2,1,1,2,3,-1,0,1,0.0,115,0.0,0,0,1.5,1,2,0,2,1,2,0.5,2,3,0.83,4,2,3.18,2,3,21.51
ENS013,RESEAU,Reseaux,RT,3,3,3,2,0,0,0,-1,-0.33,236,0.0,1,0,2.75,2,3,0,0,1,1,1.0,5,1,0.6,0,2,3.51,1,7,21.52
ENS023,WEB_F,Developpement Web Front,WEB,3,4,4,2,1,1,0,-2,-0.33,357,0.17,1,0,3.25,2,4,0,0,3,3,0.67,0,0,0.8,0,0,3.88,4,11,17.76
ENS027,GESTION,Gestion de Projet,SUP,4,4,3,5,0,0,-1,2,0.33,108,0.08,0,0,4.0,3,5,1,0,3,3,0.67,5,0,0.64,0,2,3.54,2,3,23.28
ENS030,RESEAU,Reseaux,RT,2,1,3,3,4,-1,2,0,0.33,88,0.0,0,0,2.25,1,3,0,1,2,1,1.0,4,1,0.85,4,0,3.22,4,2,28.69
ENS008,GC_STRU,Structure Batiment,GC,3,2,2,4,1,-1,0,2,0.33,276,0.17,1,0,2.75,2,4,0,0,1,1,1.0,0,0,0.91,4,2,3.49,1,9,17.03
ENS011,ANG,Anglais Technique,SUP,3,1,3,3,0,-2,2,0,0.0,161,0.42,0,0,2.5,1,3,0,1,1,2,0.5,2,2,0.71,0,0,4.25,3,5,20.55
ENS010,PROG,Programmation,GL,3,4,3,3,2,1,-1,0,0.0,53,0.0,0,0,3.25,3,4,0,0,1,3,0.67,5,1,0.65,3,2,3.04,1,1,23.83
ENS002,ALG,Algorithmique,GL,1,1,1,1,4,0,0,0,0.0,169,0.25,0,0,1.0,1,1,0,4,3,2,0.5,3,1,0.55,0,0,2.71,4,5,20.17
ENS018,GC_STRU,Structure Batiment,GC,4,4,3,2,2,0,-1,-1,-0.67,343,0.0,1,1,3.25,2,4,0,0,3,3,0.67,1,3,0.91,0,1,3.38,1,11,14.81
ENS030,BD,Bases de Donnees,INFO,2,3,2,1,2,1,-1,-1,-0.33,203,0.33,1,0,2.0,1,3,0,1,3,3,0.67,5,0,0.69,1,1,3.19,4,6,26.83
ENS017,GESTION,Gestion de Projet,SUP,3,5,5,3,0,2,0,-2,0.0,110,0.33,0,0,4.0,3,5,2,0,2,2,0.5,1,0,0.84,2,0,3.16,3,3,19.02
ENS025,PROG,Programmation,GL,2,4,2,4,3,2,-2,2,0.67,150,0.0,0,0,3.0,2,4,0,0,2,2,0.5,4,3,0.54,3,1,3.13,4,5,25.96
ENS028,BD,Bases de Donnees,INFO,2,2,1,1,3,0,-1,0,-0.33,315,0.33,1,0,1.5,1,2,0,2,1,1,1.0,4,2,0.9,4,0,3.81,4,10,30.12
ENS023,GC_STRU,Structure Batiment,GC,3,3,2,2,2,0,-1,0,-0.33,316,0.33,1,0,2.5,2,3,0,0,3,2,0.5,5,2,0.82,0,0,4.02,2,10,25.14
ENS029,RESEAU,Reseaux,RT,3,4,4,5,2,1,0,1,0.67,310,0.33,1,0,4.0,3,5,1,0,2,3,0.67,0,0,0.9,3,0,4.14,4,10,21.78
ENS020,RESEAU,Reseaux,RT,2,3,4,2,0,1,1,-2,0.0,231,0.08,1,0,2.75,2,4,0,0,2,1,1.0,5,2,0.55,3,0,4.35,1,7,25.95
ENS013,WEB_F,Developpement Web Front,WEB,2,2,3,3,2,0,1,0,0.33,285,0.0,1,0,2.5,2,3,0,0,3,3,0.67,0,3,0.88,3,2,4.06,2,9,18.52
ENS016,ANG,Anglais Technique,SUP,3,3,1,3,2,0,-2,2,0.0,228,0.42,1,0,2.5,1,3,0,1,3,3,0.67,2,3,0.69,4,2,4.02,3,7,23.99
ENS008,GC_STRU,Structure Batiment,GC,2,2,2,2,2,0,0,0,0.0,241,0.33,1,0,2.0,2,2,0,0,3,3,0.67,4,2,0.88,4,1,3.92,2,8,27.24
ENS010,PED,Pedagogie,SUP,2,2,4,4,1,0,2,0,0.67,206,0.42,1,0,3.0,2,4,0,0,1,3,0.67,5,1,0.73,2,2,2.73,3,6,25.61
ENS003,WEB_F,Developpement Web Front,WEB,4,3,4,4,3,-1,1,0,0.0,303,0.17,1,0,3.75,3,4,0,0,2,1,1.0,4,0,0.51,1,0,3.84,2,10,22.23
ENS022,RESEAU,Reseaux,RT,3,2,3,4,0,-1,1,1,0.33,61,0.42,0,0,3.0,2,4,0,0,2,1,1.0,4,0,0.66,3,0,3.73,2,2,24.76
ENS030,RESEAU,Reseaux,RT,3,3,3,2,2,0,0,-1,-0.33,177,0.42,0,0,2.75,2,3,0,0,3,1,1.0,3,3,0.69,2,2,2.61,3,5,21.17
ENS025,ALG,Algorithmique,GL,2,4,3,2,2,2,-1,-1,0.0,331,0.33,1,0,2.75,2,4,0,0,3,3,0.67,1,1,0.63,1,2,2.65,2,11,14.45
ENS020,PROG,Programmation,GL,5,5,3,4,0,0,-2,1,-0.33,172,0.33,0,0,4.25,3,5,2,0,2,1,1.0,1,2,0.5,3,2,4.37,1,5,17.74
ENS010,ANG,Anglais Technique,SUP,1,2,3,1,3,1,1,-2,0.0,281,0.33,1,0,1.75,1,3,0,2,3,2,0.5,0,2,0.74,1,2,2.64,2,9,12.98
ENS002,BD,Bases de Donnees,INFO,2,3,3,2,0,1,0,-1,0.0,143,0.08,0,0,2.5,2,3,0,0,3,2,0.5,2,2,0.63,4,2,3.45,1,4,19.55
ENS030,PED,Pedagogie,SUP,1,3,2,2,2,2,-1,0,0.33,358,0.33,1,0,2.0,1,3,0,1,3,1,1.0,0,2,0.67,0,1,3.01,3,11,13.87
ENS024,WEB_F,Developpement Web Front,WEB,2,4,3,4,3,2,-1,1,0.67,279,0.0,1,0,3.25,2,4,0,0,2,3,0.67,1,2,0.73,0,0,4.44,1,9,16.03
ENS024,PED,Pedagogie,SUP,5,3,3,5,0,-2,0,2,0.0,247,0.0,1,0,4.0,3,5,2,0,1,3,0.67,5,3,0.79,0,2,3.87,1,8,23.19
